text,label,location,disaster
"Doggos still doing search and rescue three weeks after Hurricane Helene in Western North Carolina.

Good boys. Give them plenty of treats for their bravery and resilience.",1,Western North Carolina,Hurricane Helene
"This is the Home Office.
Those who allow the floods of invaders to keep on coming.
Is it any surprise?",0,,
"A M6 earthquake on the East Anatolian Fault shook eastern Trkiye today, causing light damage and reviving memories of the 2023 sequence.

How does this event fit into the bigger picture of recent earthquakes on this dangerous fault?

Read more on our blog; link in bio.",1,eastern Trkiye,earthquake
BREAKING: Kamala Harris is doing something Donald Trump could never. VP Harris took time out of her busy schedule to help pack relief packages for Americans affected by the recent hurricanes. When has Donald Trump ever done something like this?,1,,hurricanes
Atatrkn Trkiyenin kt imajn ykmak iin yapt ilk PR almas hakknda flood,0,,
"35 years ago today, this happened. The 89 Loma Prieta earthquake. Just after 5pm, this is what the Nation saw before game 3 of the World Series. @KPIXtv @SFGiants @Athletics #SanFrancisco",1,San Francisco,Loma Prieta earthquake
"At the Greensboro town hall with JD Vance and Danica Patrick, Adam with Savage Freedoms Relief Ops tells everyone whats happening in NC after Hurricane Helene and asked JD Vance some questions.

Adam: Will you and President Trump promise to NOT forget Western North Carolina if",1,North Carolina,Hurricane Helene
Roman tadnda yrek burkan bir flood,1,Roman,flood
"Deprem A uygulamasnn kullanclar tarafndan #Afin, Trkiye'ye 27 km uzaklkta bildirilen #deprem. 91 km'lik bir yarap iinde 55 rapor. Gerek zamanl uyarlar almak iin  adresinden uygulamay indirin",1,"Afin, Türkiye",deprem
"Florida Governor Ron DeSantis has refused to take a call with Vice President Kamala Harris regarding Hurricane Milton, ABC reports.",1,Florida,Hurricane Milton
13 yandaki ocuun sevgilisiyle olan konumalarnn floodu,0,,
"Tomorrow (1017) marks 35 years since the devastating Loma Prieta earthquake occurred on the San Andreas fault in northern California. This earthquake resulted in 63 deaths and 6 billion dollars in property damage.

#LomaPrieta #earthquake
@CalConservation",1,northern California,earthquake
"Biden forgot he was President and told Trump its his job to help Hurricane Victims 

Im ready for Joe and Kamala to pack up and leave!",0,,Hurricane
"Selam Dou, ensendeyiz!

NEML

Flood'u mutlaka okuyun ve destek verin.

Fake ismi: Dou Balat
Gerek ad: Muhammet Emir Kzlaa",1,,Flood
"17. Colossus of Rhodes, Greece (3rd Century BC)

Built to celebrate Rhodes' victory over the ruler of Cyprus, it stood for about 54 years before being toppled by an earthquake.

Tales say such a masterpiece was built by melting the swords and shields of enemies.",1,"Rhodes, Greece",earthquake
"HOLY SHT Ron DeSantis just announced they arrested the man who chained his dog to a fence during Hurricane Milton. THIS IS HUGE  

He will be adopted and renamed Trooper

LETS FREAKING GO, GREAT WORK",1,,Hurricane Milton
"Has Assange been under protection this whole time?
If so, what might his release signify?
Flood coming?",0,,Flood
"If you can control the weather, you can control the people. 

Join me along with Queen of the Forest @shemanenugent for full on truth logic and commonsense on my @realamvoice Spirit Campfire:

#truth #logic #commonsense #lithium #hurricane",0,,
This man just lost everything in the flood and first thing he does is make sure his Trump sign is in his front yard  @realDonaldTrump,1,,flood
Viewer Mohammed Nijem is getting prepped for Hurricane Milton.,1,,Hurricane Milton
"Soccer is art. 

Quakes Foundation, together with @SalinasSJ11, teamed up with students at Jason M. Dahl Elementary to create a mural for the community, by the community.",0,,
"Extremely done with anyone saying Asheville should have expected this or other inane nonsense. This was worse than the previous worst flood on record (in 1916). There was no way to anticipate it. By the time we had any idea how bad it was going to be, most people were trapped",1,Asheville,flood
"BREAKING: Starlink  T-Mobile have activated Direct to Cell satellites in hurricane-affected areas. Basic texting is now available for T-Mobile users in the area

Phones connected to a Starlink satellite will show T-Mobile SpaceX in the network name. Starlink is saving lives.",1,,hurricane
"#desantis has turned down over 11 billion in infrastructure funds, which would have gone a long way to update drainage issues, as well as rejecting flood insurance regulations.
But he'll take that free emergency money! #Florida
#gopPartisanGrift",0,Florida,
"FORTNITE CHAPTER 2 REMIX IS COMING 

They sent me this dope package and I caused an Earthquake after stomping around my kitchen floor  #EpicPartner",0,,
".@JDVance: ""We've had an incompetent response to his crisis, particularly in western North Carolina -- Fundamentally, if six days after the hurricane, the 82nd Airborne in still trickling in, I do think we had a fundamentally incompetent, overly-bureaucratic response.""",1,western North Carolina,hurricane
"PRESIDENT TRUMP: It takes centuries to build the unique character of each state. But reckless migration policy can change it quickly and permanently. Just like weve seen in London, and Paris, and Minneapolis. If Kamala Harris wins this election, she will flood Pennsylvania",0,,
"Loki- The Norse God who causes Earthquakes 

In the shadowed depths of Jotunheim, the giantess Angrboda bore three monstrous children, but it was her secret liaison with Loki, the trickster god, that the cosmos whispered about. Loki, ever the master of mischief, once transformed",0,,
A Tesla Model 3 drives through flood waters.,1,,flood
"Strong Earthquake Hits Turkey 

On October 16, 2024, at 10:46 AM local time, a powerful earthquake with a magnitude of 6.0 struck 45 km from the city of Malatya, Turkey. The epicenter was at a shallow depth of just 10 km, which intensified the tremors felt in the area.",1,Turkey,Earthquake
The folks at Fox News should probably watch the shows on Fox News. Jesse Watters and Dana Perino both claimed they didn't know who said that hurricane victims would only get a one time 750 payment - both Sean Hannity and Donald J. Trump said it. I provide RECEIPTS!,1,,hurricane
"Does anyone know how or why a page with an 85K following was able to get 107 MILLION views on a post ? 

Much larger accounts barely scratch 1 million views with better content 

Who opened the flood gates on the algorithm for this ?",0,,
"SURPRISE! We have a surprise hurricane. Four hours ago, Oscar didnt even have a name. Now its an 80 mph Category 1.

How does this happen? Oscar is so remarkably small that it can gain and lose strength very quickly.

Hurricane-force winds only reach out FIVE miles from center!",1,,hurricane
Another CCTV capture of the M6.0 earthquake that hit Turkey earlier today,1,Turkey,earthquake
"The producers have assured citizens of the unnamed African country, that none of their leaders were hurt during the production of this skit. Even in the comedy industry, the fear is gone and the floods are gathering.",0,African country,floods
"Hurricane #Kristy is now at 130kt this afternoon, and continuing to intensify in the Eastern Pacific.

Some more intensification is likely, potentially near or at Category 5 strength by tonight. Fortunately, Kristy will have no direct impacts to any land, so it's pure eye candy.",1,Eastern Pacific,Hurricane
Aldatan sevgilisini sust basan adamn Ak' Memnu tadnda hikayesi,0,,
"President Trump on the recent hurricanes: We give hundreds of billions of dollars to foreign countries. And yet, this White House did the worst recovery that anybody's ever seen... worse than Katrina.",1,,hurricanes
"Deprem A uygulamasnn kullanclar tarafndan #alayancerit, Trkiye'ye 23 km uzaklkta bildirilen #deprem. 390 km'lik bir yarap iinde 2056 rapor. Gerek zamanl uyarlar almak iin  adresinden uygulamay indirin",1,Türkiye,deprem
"Massive flood due torrential rainstorm in the Ischia of Campania region, Italy  (22.10.2024)

TELEGRAM JOIN",1,"Ischia of Campania region, Italy",Massive flood
"What a Hurricanes power looks like at Water level before it storms the shore

The Globalist Lunatics have been trying to control the Weather for decades.",1,,Hurricanes
"Jackson Yueill strikes!

@SJEarthquakes takes an early lead at LAFC:",0,,
"Flooding in Roswell, New Mexico...

#flood #flooding #Roswell #NewMexico",1,"Roswell, New Mexico",Flood
"Im sorry - This hurricane set was planned - our government hates us. 

Thank you @annvandersteel for fighting for Americans",1,,hurricane
"Solar Flares, Sunspots, Earthquake, Drought, Euclid  S0 News Oct.16.2024  via @YouTube",0,,
"@JDVance GOES OFF IN NORTH CAROLINA: ""Our message to Kamala Harris is, HOW DARE YOU call people racist for wanting to close down that wide-open border... HOW DARE YOU call the citizens of your own country 'bad people' because they don't want a flood of illegal migration in",0,North Carolina,
"Lake Lure, North Carolina 

Man boats across a lake which shows the complete destruction caused by Hurricane Helene",1,"Lake Lure, North Carolina",Hurricane Helene
"Kamala Harris isnt just the Border Czar, shes the Czar of Chaos!

Under her watch, criminals, rapists, and terrorists flood our communities. Lets not forget, she bailed out the BLM rioters who caused billions in damage.

Shes tearing this country apart!",0,,
Scary Footage : Deadly Earthquake in Morocco which left 2000 people dad in 2023...,1,Morocco,Earthquake
"Losing your home to a hurricane is devastating, but losing it again before you can rebuild is overwhelming.

Glenn Corp was recovering from Hurricane Idalias impact when Hurricane Helene struck, destroying his home once again. The second disaster brought back painful memories",1,,Hurricane
Dnyann drt bir yanndan Yusuf Dike iin hazrlanan grseller. (FLOOD),1,,FLOOD
"204km long. 55 bridges and tunnels. Multiple lanes through the clouds. Crossing 12 earthquake zones. Built in 5 years. Cost of only 3 billion.

If this was the scope for a road in Uganda, they would charge us 129 billion, it would take 47 years to NEVER get built and multiple",0,,
"KJP attacks President Trump for ""daring"" to call out the BidenHarris regimes mismanagement in responding to the recent hurricanes:

Not what leadership looks like... that's dangerous rhetoric""",1,,hurricanes
FEMA doesnt have the money for the people that live here that have been devastated by the hurricane but they have money for illegal immigrants -President Trump in North Carolina,1,North Carolina,hurricane
"WORLD'S LARGEST DEW 

Is the U.S. hiding a South Pole earthquake weapon?",0,South Pole,earthquake
"Starship salvage round three??  

The vessel HOS Ridgewind, which retrieved significant remains of booster 11 from the sea flood, is en route back to the Port of Brownsville...",0,Port of Brownsville,
I love this picture of a little girl trying to help Jesus with his cross!  it reminds me of people coming together to help those in North Carolina and the other areas affected by the hurricanes! God bless everyone!,1,North Carolina,hurricanes
"Deprem A uygulamasnn kullanclar tarafndan #Afin, Trkiye'ye 27 km uzaklkta bildirilen #deprem. 95 km'lik bir yarap iinde 112 rapor. Gerek zamanl uyarlar almak iin  adresinden uygulamay indirin",1,"Afşin, Türkiye",deprem
"Hybrid creatures are also meantioned in The Book of Enoch. 

Those creatures were created by The Watchers (also known as Fallen Angels). Genetic manipulation in the Ancient times? What was the actual reason for the flood?

Join us:",0,,
"3. Saying goodbye to a subspecies, the very last male Northern White Rhino. 

It survived 55 million years  saw ice ages, earthquakes, meteor strikes  was a testament to innumerable historical changes on the planet. It could not survive humans.

The great beast is now",0,,
"SEVERE NEW MEXICO FLOODS: 2 DEAD, HUNDREDS RESCUED

Flash floods in Roswell, New Mexico, have killed at least two people and led to the rescue of hundreds by the New Mexico National Guard and other agencies. 

Overnight rainfall shattered records, stranding vehicles, sweeping",1,New Mexico,Floods
ALARMING!  FEMA and BlackRock: their SECRET partnership inspecting hurricane homes...,1,,hurricane
What did I say about #Scorpio and an #earthquake coming to the #SanAndreas Fault as soon as October 23? #Gematria,1,San Andreas Fault,earthquake
"Thoughts on the Roswell, New Mexico 125 year flood?",1,"Roswell, New Mexico",flood
" SPACE  HURRICANE RELIEF: PUT POLITICS ASIDE AND LET STARLINK SAVE LIVES

Will it Starlink be something that municipalities adopt if they have influence from the telecommunications company saying: 'We don't want the competition'?

Or if somebody doesn't like a tweet",1,,hurricane
Deadly Earthquake in Nepal 2015,1,Nepal,Earthquake
"We need to be very thankful to our corporation workers . In USA, even after a month, still Asheville  Florida flood wastes yet to be fully cleaned. Working hard,  less paid, thankless job.",1,"Asheville, Florida, USA",flood
American People coming to XTwitter to check that there was an earthquake #earthquake,1,,earthquake
"Goodnight all. Pray for peace,  the conversion of sinners  a good outcome for the election. Do not forget our brotherssisters in the south struggling to deal with the aftermath of the floods
 Do what you can. God bless, light  love to you all",1,south,floods
"T0DAY: Trump at Asheville NC to visit w Hurricane Helene victims

Unlike the Biden-Harris, Trump cares",1,Asheville NC,Hurricane Helene
as a 4.7 magnitude earthquake hit manhattan i couldn't help but wonder...was my relationship with big structurally sound enough to withstand the impact?,1,manhattan,earthquake
"One day, we will match in our numbers, we will flood the whole streets of Biafra and no one will shoot a shot. 
The time is near.",0,,
"The US is  contributing 20 more billion for a LOAN to Ukraine. Thats a bunch of bull. We dont have 20 billion for them to borrow. If we did, we could help our hurricane victims. Just sayin.",0,Ukraine,hurricane
"BREAKING: 7.5 magnitude earthquake in Taipei, Taiwan just moments ago #earthquake",1,"Taipei, Taiwan",earthquake
"Earlier today, I paid a visit to the Honourable Minister of Works, His Excellency Senator David Nweze Umahi @DaveUmahi CON. During the meeting, i presented a comprehensive report detailing the devastating impact of recent floods that have ravaged the North East region. The report",1,North East region,floods
"INSANITY!!

HUGE group of illegals is currently crossing the border.

They will be processed and provided transportation to the city of their choice, along with access to SNAP benefits, healthcare, and housing, all funded by taxpayer dollarsthings that victims of hurricanes",0,,
"Japanese buildings utilize seismic isolation bearings, relying on inertia to safeguard against earthquakes",1,Japanese,earthquakes
"Elon Musk showing Gayle King the Boring Company tunnels that will solve traffic problems in congested cities, driving through these tunnels one can go over 100Mph, the tunnels are gas proof, earthquake proof and much more, tunnels are extremely safe under all circumstances.",0,,
Header flood 4k by savitar,0,,flood
"#BREAKING - HURRICANE Season Far from Over!
Hurricane PATTY Is next and ALREADY showing up on Models to affect FLORIDA  The Carolinas!

 WILL It form in the Caribbean As shown below?

We have plenty of time for change BUT the point here is that the Caribbean and GULF Of Mexico",1,FLORIDA The Carolinas Caribbean Gulf Of Mexico,Hurricane Patty
"OH MY GOD

People along the Japanese coast ARE NOW OBSERVING A LARGE WITHDRAWAL OF THE SEA 

This comes after a MASSIVE 7.5 Earthquake ROCKED Taiwan!

 WE COULD BE ABOUT TO SEE A TSUNAMI OF BIBLICAL PROPORTIONS 
 TURN NOTIFICATIONS ON FOR URGENT UPDATES",1,Japanese coast,Tsunami
"Yaban hayatnn gzelliine dair bir flood.

1. Nefesini grecek kadar souk.",0,,
"LMFAO!!! This is the laugh I needed this morning WTF is going on with her eyes 

""Florida goes bat-shit, with all of the bullshit when its hurricane season!""",1,Florida,hurricane
"Heard there was an earthquake, reached out to know your safe. This is the second time I felt the ground beneath me shake since you left. Hope your little brother is doing well with karate class",1,,earthquake
"I dont want the most lethal fighting force in the world, I want to go to the doctor.",0,,
"Dude gets caught inside hurricane Milton in his car

SCARY

#Milton
#HurricanMilton #Florida #HurricaneMilton",1,Florida,Hurricane Milton
good morning from chicago where we dont get any earthquakes,0,chicago,earthquakes
"I activated Dark Thelma because I have a sense for Twitter and could tell what was coming, a flood of MAGA morons and Russian bots.  I love you all and appreciate you sticking by me.  About a month and a half away from the flatulent felon going away forever.  Keep the faith.",0,,
".@JDVance: ""You have the hurricane. Western North Carolina was under water. What should have happened is that the President and Vice President should have sent the 82nd Airborne to North Carolina that day... Instead, we had a president at the beach and the VP at a fundraiser in",1,Western North Carolina,hurricane
Wanna see my earthquake face,0,,
Bir aile kendi z ocuuna bunu yapar m adl flood,0,,
"Attention Patriots 

For all Floridian friends who have experience in these matters. Have you ever seen a Hurricane developed in the gulf and reach Cat 5 status in a matter of hours?

Asking for a friend.",1,Floridian,Hurricane
"""THEY CAN'T AFFECT A HURRICANE...RIGHT?"" 

""Weather Warfare"" (History Channel, 2009) explained in detail how HAARP could modify weather  cause earthquakes. Imagine what they can do now!

They tried to scrub this from the internet, but I found it.",1,,hurricane
"When I was building my cabin everyone told me not to worry about a 100 year flood event and the cost of raising the cabin 12ft wasnt worth whatever risk I thought I was seeing. 

Not 5 years later I had a 1000 year flood event and not a single drop of water got inside my cabin.",1,,flood
"Milton is bearing down on Florida.  It hits Wednesday.  What do you want, Republicans that just made up a bunch of crap or Democrats that have the disaster response on the group BEFORE the hurricane hits?",1,Florida,hurricane
Terrifying scene on the Taipei Metro during the Taiwan earthquake. #earthquake,1,Taipei,earthquake
"CNNs Scott Jennings: She has no answer for why Biden and Harris threw out Trumps executive orders, changed everything, and then a flood of people came in. An ounce of humility here would go a long way and she doesnt have it in her to do it, and she has no real answer.",0,,
They should add Israel's name next to the US states to receive billions of dollars to deal with the hurricane.,1,Israel,hurricane
"She lost her husband and all of her kids during the earthquake in Morocco, May Allah give her Sabr.",1,Morocco,earthquake
The lv beanie is about to flood the streets like crck in the 80s,0,,
"Pres. Biden asked by a reporter if Gov. DeSantis needs to take VP Harris' calls on hurricanes.

Biden: ""All I can tell you is I've talked to Gov. DeSantis.  He's been very gracious.  He's thanked me for all we've done.  He knows what we're doing and I think that's important.""",1,,hurricane
Earthquake had me like,1,,earthquake
".@Reince absolutely cooks Donna Brazile live on air: 

Donna: ""The flood gate of lies must stop.""

Reince: ""What lies? Like that President Trump is going to monitor women's pregnancies?""",0,,
"Jason  Brittany Aldean raised 7,039,604 for the victims of Helene. They personally donated 500,000. All funds were turned over to @Samaritan'sPurse.

God Bless this beautiful couple and EVERYONE who has helped the victims of Hurricane Helene",1,,Hurricane Helene
"Its like an earthquake, driving through the Gaza City southern neighborhood, the scale of destruction is staggering",1,Gaza City,earthquake
"Lakini stealing relief food for victims affected by floods and hiding it in a police station when your payslip reads millions every month just shows how greedy our Mpigs are, the people of Kiambaa should recall that Mpig and make him pay for his sins",1,Kiambaa,floods
"After being accused of spreading misinformation on Hurricane relief funds by Karine Jean Pierre, Peter Doocy fires back with receipts and some words for KJP  
A taxpayer dollar is a taxpayer dollar is a taxpayer dollar. That is not misinformation, that is a fact!",1,,Hurricane
"Dostu dman iyi tanyalm.

te Filistine destek veren nller listesi (flood) 

1- Mert Yazcolu",0,,flood
Sources are saying the #earthquake was the effect of @nickiminaj #GAGCITY touching down in New York!?!,0,New York,earthquake
"Hurricane Milton's minimum pressure has dropped to the infamous sub-900 mb mark, with a central pressure of 897 mb, making it the 5th most intense hurricane in Atlantic history by central pressure.

A monster Category 5 storm with sustained winds of 180 mph and gusts to 225 mph.",1,,Hurricane Milton
Bidn vacations on the beach while they flood into the country,0,,
Ryan Garcia predicts an Earthquake for June 6th 2024 in California,0,California,Earthquake
"THIS SHOULD PISS YOU OFF. 

Apparently Kamala Harris had a C17 loaded FULL of Hurricane aid for a FREAKING photo op!!!!

It gets worse

The supplies never got DELIVERED.",1,,Hurricane
"Massive floods on street due to extreme rainy in Catania of Sicily region, Italy  (19.10.2024)

Source: Emerick Cross on FB
TELEGRAM JOIN",1,"Catania, Sicily region, Italy",Massive floods due to extreme rain
"BREAKING: 7.5 magnitude earthquake in Taiwan #earthquake 
The shaking was so bad that people commuting to work stopped.",1,Taiwan,earthquake
"JUST IN: Taylor Swift donates 5 million to Hurricane Helene and Milton relief efforts as Milton moves onshore near Tampa, Florida.

The announcement was made by the non-profit organization Feeding America which thanked Swift for the ""generous donation.""

""This contribution will",1,"Tampa, Florida",Hurricane Helene
DEVELOPING: Joe Biden told hurricane victims that he knows how they feel because lightning struck his house once.,1,,hurricane
Therell be a devastating weeks long earthquake in the western hemisphere soon,1,western hemisphere,earthquake
"Kamala Harris comes out and says that the flood victims are going to be getting 750. 

We are giving billions of dollars to other countries, and God only knows how much money to illegal aliens coming into this country. 

The government hates you and we have had enough.",1,,flood
"There it is folks Hurricane Helene was about cheating in the Election

 The North Carolina Board of Elections Changed the Voting Rules in the Counties Affected by the Hurricane 10 Days before Early Voting Starts

 RULE CHANGES
 Easier access to Absentee Ballots
 More",1,North Carolina,Hurricane Helene
"BOOM
     BOOM
          BOOM
               BOOM
EARTHQUAKE SUN
FLOOD IS UNSTOPPABLE

It's not for you to be destroyed, this is for them

The Armor of God posts are saying to be ready for that Day (be present in the moment)",1,,"earthquake, flood"
"There are no words to describe this video you just have to watch it

American loses it after finding out 11 Hurricane Helene victims survived the flood but died waiting for help. He previously called and was told by North Carolina officials not to come help the Hurricane victims",1,North Carolina,Hurricane Helene
"NEW: The NC National Guard allegedly loaded an entire C17 with supplies just so Kamala Harris could stage a photo-op for Hurricane Helene without the intention of the supplies being used.

The accusation came from Aerial Recovery members Jonathan Howard and Charlie Keebaugh on",1,NC,Hurricane Helene
"An earthquake with a magnitude of 3.2 hit Calatagan, Batangas, this afternoon at exactly 2:18 pm. Please, lets all pray na sana wala na itong kasunod.

Sa mga taga Batangas po, mag ingat po kayo dyan and please dont hesitate to ask for help. 

#KristinePH #RescuePH",1,"Calatagan, Batangas",earthquake
"""It's been raining since you left me
Now I'm drowning in the flood
You see, I've always been a fighter
But without you, I give up""

- Bon Jovi @BonJovi,  Always (1994)",0,,
"WOW  Hurricane Victim Reporting FEMA Using Locations Barely Affected By Hurricane Damage As Photo Ops

Also says FEMA still shutting down donation sites and denying aid

FEMA came in, handed out MREs and bottles of water to this one specific, very large trailer park out in",1,,Hurricane
"Deprem A uygulamasnn kullanclar tarafndan #Afin, Trkiye'ye 32 km uzaklkta bildirilen #deprem. 56 km'lik bir yarap iinde 23 rapor. Gerek zamanl uyarlar almak iin  adresinden uygulamay indirin",1,"Afşin, Türkiye",deprem
"In English we say: ""I don't want to feel anymore.""
But in poetry we say: ""I would trade my soul for silence, to escape the relentless flood of emotions that drown me, a quiet surrender to the emptiness within.""",0,,
A message from the Sheriff Wright and Sheriff Ellenburg in North Carolina regarding FEMA and the aftermath Hurricane Helen- we spent the day in Chimney Rock and Lake Lure and the devastation is unbelievable- but the people of NC have pulled together - truly amazing mountain,1,North Carolina,Hurricane Helen
bc ive been a hater today i wanna make it clear that i think this kind of shit is much worse than the worst tumblr fanart OC furry stuff,0,,
"New opinion from Tim Matheson:

""There is clearly a deliberate strategy by India and globalist types to flood every country it can with its diaspora. Theyre colonising us without a shot being fired.""",0,,
"VP Kamala Harris just called into The Weather Channel and gave important updates on Hurricane Milton. Meanwhile, Trump is out there lying about these disasters. Harris is a real leader, Trump is a fraud.",1,,Hurricane Milton
"Daron Acemolu ve J. Robinsonun Uluslarn D kitabndan alnan notlar.

FLOOD

 Sekin bir grubun gc ele geirip kaynaklar smrd lkeler fakirleir. Az gelimi lkelerde sonu daha dramatik olur.",0,,FLOOD
"The earthquake that occurred in Japan with a magnitude of 9.1 was on March 11, 2011. This devastating event, also known as the Great East Japan Earthquake or the 2011 Tohoku earthquake, caused widespread damage and triggered a massive tsunami that led to a nuclear disaster at the",1,Japan,earthquake
"Bitcoin supply shock incoming!

Glassnode data suggests ""stored"" or long-term holder supply is rising while levels of ""active"" or short-term holder supply is decreasing.

So, if we do have a flood of new demand in the next few weeks, expect some extreme movements",0,,
Contina el scanner por las noches en distintas partes del mundo.,0,,
"Hydro trucks from Ontario, Canada, are heading to America to help the Hurricane Victims. #PrisonForFEMA",1,America,Hurricane
"As data complexity grows and AI reshapes workflows, companies are turning to specialized infrastructure to handle AI-native workloads, optimize GPU usage, and manage the flood of unstructured data. 

This shift has driven the rise of a new AI infrastructure stack designed",0,,
we need a theory for the rise of ornament,0,,
Heaters for hurricane Helene. Drop off points are still difficult up here. We will handle final mile distribution.,1,,hurricane Helene
"Extreme flooding due to heavy rainfall in the community of Deep Cove 

British Columbia  Canada  
October 20, 2024

#floods #flooding #Canada #DeepCove",1,"Deep Cove, British Columbia, Canada",flooding
"Austria's Freedom Party, which the fake news calls ""far-right"" just caused a major earthquake in Europe by WINNING the country's general election after campaigning on mass deportation and cracking down on illegal immigration

Their model is Viktor Orban and the Hungarian model.",0,,
DANGEROUS WORK: Linemen work in chest-deep water to restore power in Florida as the region struggles to return to normal in the aftermath of Hurricane Milton.,1,Florida,Hurricane Milton
"#BREAKING: Multiple buildings have collapsed after a Pair of Massive 7.5 Earthquakes Strikes Triggering Tsunami Warnings

#Taipei  #Taiwan

Currently, a pair of powerful, massive earthquakes has just occurred. The first one measured a magnitude of 7.5, followed by a 7.4",1,"Taipei, Taiwan",earthquake
"Trump on Biden-Harris hurricanes' response: We give hundreds of billions of dollars to foreign countries. And yet, this White House did the worst recovery that anybody's ever seen.",1,,hurricanes
"Victorias Secret Fashion Show 2024'n en ok konuulan anlar

(FLOOD)",0,,
"A 5.1 magnitude earthquake occurred 2.49mi NW of Malibu, California. Details:  Map:",1,"Malibu, California",earthquake
"Hurricane #Kristy is now a deepwater CATEGORY 5 HURRICANE, with sustained winds of 160 mph and an entrenched core pressure of 926 mbar. She is the 4th Cat 5 cyclone recorded globally in 2024 and is the first one to form in the East Pacific Ocean since Hurricane Otis, whom also",1,East Pacific Ocean,Hurricane Kristy
"Blackwater CEO Erik Prince gives a stunning admission of a war crime in Gaza: ""I provided the Israelis with a fully funded, donated ability to flood Gaza with seawater, blocked by the Pentagon.""  @ryangrim  @emilyjashinsky breakdown",0,,
"BREAKING: Music superstar Taylor Swift officially endorses Kamala Harris for president just minutes after the debate ends  and calls herself a ""Childless Cat Lady"" in a powerful announcement.

This is an electoral earthquake...

""Like many of you, I watched the debate tonight.",0,,
"President Trump signs a baseball for @dbongino to auction off for charity with @FranklinGrahams charity, Samaritans Purse; who have been helping out Hurricane Helene victims. Drop a  if you love our thoughtful President.",1,,Hurricane Helene
"I am essentially being pressured by the Biden Administration and the media to stop providing Starlink services to flood ravaged communities in North Carolina. They want me to stay out of it and let them handle it. 

Should I stop?",1,North Carolina,flood
Strange light in sky before earthquake.,1,,earthquake
"""The American people answered the call, much more so than your federal government unfortunately."" 

Donald Trump speaks in Asheville, North Carolina about Hurricane Helene recovery efforts.",1,"Asheville, North Carolina",Hurricane Helene
"People are still buried under in Mai Mahiu but they fear that the government has abandoned them. Theyre hearing a smell so theyre digging with their bare hands in case its one of their neighbors.

Our latest from Kenyas worst flash floods",1,"Mai Mahiu, Kenya",flash floods
"During the 10 oclock hour on October 17, millions of Californians will take part in a statewide earthquake preparedness drill, which state leaders say is part of the largest such drill in the world.",0,Californians,earthquake
"Tennessee farmland and the devastation hard working farmers must face. 

Pray for the farmers. They work so hard as it is and many can't afford flood insurance and virtually none have hurricane insurance. 

#Helene took their livelihood.",1,Tennessee,flood
Turkish nurses protecting babies during the earthquake,1,Turkey,earthquake
Huge waves in eastern Cuba due to hurricane Oscar...,1,eastern Cuba,hurricane
"THE BRONX STANDS WITH PALESTINE AGAINST SELL-OUT POLITICIANS WHO TRADE PALESTINIAN LIVES FOR VOTES
Flood the Bronx for Gaza
 Saturday, June 22
 12:00 PM EST
St. Mary's Park, The Bronx",0,The Bronx,
"October 17, 1989

The Loma Prieta Earthquake strikes the Bay Area moments into ABC's broadcast of the 1989 World Series Game 3 between the Oakland A's and San Francisco Giants.

The game was postponed. Al Michaels' coverage garnered an Emmy nomination.

35 years ago tonight",1,Bay Area,Loma Prieta Earthquake
"Just another example of how WORTHLESS the federal government is.

Kamalas CBP posted this video showing it taking 15 PEOPLE to move a 12 pound log 30 feet while assisting FEMA in Hurricane Relief

THIS is exactly why @elonmusks Department of Government Efficiency is so",1,,Hurricane
"When will Americans flood the streets to PROTEST their BROKEN, CORRUPT Supreme Court system?

#SCOTUSIsCorrupt",0,America,
"Once again. This will startle the NDP. Two rallies. A few miles apart. 
Was that an earthquake? I felt the ground shift on the island.",1,the island,earthquake
"A big convective pulse currently over the Pacific is forecast to propagate eastward into the Atlantic during early November.

This will create favorable conditions for storm development, bringing about one last chance for hurricanes this season.

Keep an eye on the Caribbean Sea!",1,Caribbean Sea,hurricanes
I am spiritually close to the people of #Kenya at this time when a severe flood has claimed many lives and destroyed vast areas. Let us #PrayTogether for all those who suffer the effects of this natural disaster.,1,Kenya,flood
"What happened in the mountainous areas of Taiwan during the earthquake on April 3rd, 2024",1,mountainous areas of Taiwan,earthquake
"Ann Vandersteel Exposes EXTREME INCOMPETENCE and possible FRAUD in Federal Response to Hurricane Helene 

A total waste of Government resources on expensive Tornado shelters unless they are planning for a wave of tornados?

Admission that they were using up the Hotels",1,,Hurricane Helene
"M6.2 #earthquake 145 km SSW of Severo-Kurilsk, Russia",1,"Severo-Kurilsk, Russia",earthquake
We are suspending our fundraising and urging everyone to send any available funds to flood relief for these folks hit by this horrible devastation.,1,,flood
"""A lot of good memories in it. It's tough to see it go."" Brenda Barnes returned to her decades-old family home in Manasota Key, Florida, where she began dating her husband at 12 years old, only to find it heavily damaged by Hurricane Milton.",1,"Manasota Key, Florida",Hurricane Milton
they saying sexual assault dont excuse murder god pls send the floods,0,,
"Effect of the earthquake that hit Central Japan today: roads cracking and pavements rising.

 mmmin726",1,Central Japan,earthquake
"While you were going about your daily life on Earth, a 'tornado' of plasma the size of our planet was spinning on the Sun. 

Video created from images captured by the SDO (Solar Dynamics Observatory) on October 20, 2024.",0,,tornado
